EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0010 
   2o - 0018 
   3o - 0016 
   4o - 0008 
   5o - 0022 
   6o - 0038 
   7o - 0013 
   8o - 0027 
   9o - 0091 
  10o - 0092 
  11o - 0029 
  12o - 0082 
  13o - 0077 
  14o - 0081 
  15o - 0024 
  16o - 0026 
  17o - 0078 
  18o - 0080 
  19o - 0079 
  20o - 0094 
  21o - 0095 
  22o - 0099 
  23o - 0098 
  24o - 0096 
  25o - 0097 
  26o - 0088 
  27o - 0087 
  28o - 0093 
  29o - 0083 
  30o - 0089 
  31o - 0084 
  32o - 0086 
  33o - 0090 
  34o - 0074 
  35o - 0085 
  36o - 0073 
  37o - 0076 
  38o - 0071 
  39o - 0072 
  40o - 0068 
  41o - 0070 
  42o - 0067 
  43o - 0066 
  44o - 0069 
  45o - 0062 
  46o - 0063 
  47o - 0075 
  48o - 0056 
  49o - 0059 
  50o - 0058 
  51o - 0064 
  52o - 0060 
  53o - 0053 
  54o - 0055 
  55o - 0052 
  56o - 0051 
  57o - 0065 
  58o - 0049 
  59o - 0057 
  60o - 0061 
  61o - 0050 
  62o - 0054 
  63o - 0048 
  64o - 0042 
  65o - 0037 
  66o - 0000 
  67o - 0044 
  68o - 0045 
  69o - 0046 
  70o - 0040 
  71o - 0036 
  72o - 0041 
  73o - 0039 
  74o - 0031 
  75o - 0047 
  76o - 0025 
  77o - 0028 
  78o - 0023 
  79o - 0035 
  80o - 0043 
  81o - 0032 
  82o - 0033 
  83o - 0020 
  84o - 0021 
  85o - 0034 
  86o - 0030 
  87o - 0012 
  88o - 0015 
  89o - 0014 
  90o - 0007 
  91o - 0004 
  92o - 0006 
  93o - 0009 
  94o - 0005 
  95o - 0017 
  96o - 0019 
  97o - 0001 
  98o - 0002 
  99o - 0011 
 100o - 0003 


Ranking - Rodada 2:
   1o - 0018 
   2o - 0022 
   3o - 0008 
   4o - 0013 
   5o - 0027 
   6o - 0029 
   7o - 0077 
   8o - 0024 
   9o - 0082 
  10o - 0091 
  11o - 0092 
  12o - 0078 
  13o - 0080 
  14o - 0026 
  15o - 0098 
  16o - 0096 
  17o - 0079 
  18o - 0095 
  19o - 0094 
  20o - 0099 
  21o - 0097 
  22o - 0093 
  23o - 0087 
  24o - 0088 
  25o - 0090 
  26o - 0089 
  27o - 0086 
  28o - 0083 
  29o - 0084 
  30o - 0074 
  31o - 0085 
  32o - 0076 
  33o - 0073 
  34o - 0068 
  35o - 0067 
  36o - 0072 
  37o - 0066 
  38o - 0070 
  39o - 0075 
  40o - 0069 
  41o - 0063 
  42o - 0062 
  43o - 0058 
  44o - 0060 
  45o - 0059 
  46o - 0056 
  47o - 0053 
