EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0087 
   2o - 0091 
   3o - 0092 
   4o - 0089 
   5o - 0088 
   6o - 0099 
   7o - 0098 
   8o - 0090 
   9o - 0097 
  10o - 0095 
  11o - 0094 
  12o - 0085 
  13o - 0086 
  14o - 0093 
  15o - 0096 
  16o - 0081 
  17o - 0084 
  18o - 0075 
  19o - 0078 
  20o - 0077 
  21o - 0083 
  22o - 0080 
  23o - 0082 
  24o - 0079 
  25o - 0076 
  26o - 0073 
  27o - 0070 
  28o - 0072 
  29o - 0074 
  30o - 0068 
  31o - 0069 
  32o - 0071 
  33o - 0067 
  34o - 0065 
  35o - 0060 
  36o - 0061 
  37o - 0062 
  38o - 0058 
  39o - 0055 
  40o - 0057 
  41o - 0066 
  42o - 0064 
  43o - 0063 
  44o - 0059 
  45o - 0054 
  46o - 0051 
  47o - 0056 
  48o - 0049 
  49o - 0048 
  50o - 0045 
  51o - 0050 
  52o - 0053 
  53o - 0043 
  54o - 0052 
  55o - 0042 
  56o - 0040 
  57o - 0046 
  58o - 0044 
  59o - 0041 
  60o - 0035 
  61o - 0039 
  62o - 0047 
  63o - 0036 
  64o - 0032 
  65o - 0034 
  66o - 0038 
  67o - 0033 
  68o - 0037 
  69o - 0031 
  70o - 0028 
  71o - 0025 
  72o - 0026 
  73o - 0029 
  74o - 0027 
  75o - 0023 
  76o - 0030 
  77o - 0021 
  78o - 0015 
  79o - 0022 
  80o - 0020 
  81o - 0017 
  82o - 0016 
  83o - 0014 
  84o - 0018 
  85o - 0019 
  86o - 0013 
  87o - 0001 
  88o - 0011 
  89o - 0008 
  90o - 0007 
  91o - 0009 
  92o - 0024 
  93o - 0006 
  94o - 0012 
  95o - 0000 
  96o - 0004 
  97o - 0003 
  98o - 0002 
  99o - 0010 
 100o - 0005 


Ranking - Rodada 2:
   1o - 0087 
   2o - 0091 
   3o - 0092 
   4o - 0089 
   5o - 0090 
   6o - 0099 
   7o - 0098 
   8o - 0095 
   9o - 0086 
  10o - 0094 
  11o - 0096 
  12o - 0097 
  13o - 0093 
  14o - 0085 
  15o - 0081 
  16o - 0084 
  17o - 0079 
  18o - 0080 
  19o - 0077 
  20o - 0075 
  21o - 0076 
  22o - 0082 
  23o - 0070 
  24o - 0072 
  25o - 0068 
  26o - 0069 
  27o - 0065 
  28o - 0067 
  29o - 0074 
  30o - 0060 
  31o - 0061 
  32o - 0062 
  33o - 0063 
  34o - 0064 
  35o - 0057 
  36o - 0066 
  37o - 0059 
  38o - 0054 
  39o - 0051 
  40o - 0053 
  41o - 0049 
  42o - 0050 
  43o - 0045 
  44o - 0040 
  45o - 0043 
  46o - 0035 
  47o - 0044 
