EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0042 
   2o - 0045 
   3o - 0099 
   4o - 0031 
   5o - 0027 
   6o - 0095 
   7o - 0098 
   8o - 0097 
   9o - 0096 
  10o - 0094 
  11o - 0091 
  12o - 0090 
  13o - 0092 
  14o - 0093 
  15o - 0087 
  16o - 0085 
  17o - 0086 
  18o - 0089 
  19o - 0081 
  20o - 0080 
  21o - 0082 
  22o - 0083 
  23o - 0084 
  24o - 0088 
  25o - 0074 
  26o - 0076 
  27o - 0075 
  28o - 0071 
  29o - 0073 
  30o - 0077 
  31o - 0079 
  32o - 0078 
  33o - 0066 
  34o - 0064 
  35o - 0069 
  36o - 0070 
  37o - 0065 
  38o - 0063 
  39o - 0060 
  40o - 0059 
  41o - 0072 
  42o - 0054 
  43o - 0067 
  44o - 0061 
  45o - 0068 
  46o - 0058 
  47o - 0062 
  48o - 0049 
  49o - 0055 
  50o - 0053 
  51o - 0056 
  52o - 0043 
  53o - 0044 
  54o - 0048 
  55o - 0052 
  56o - 0050 
  57o - 0051 
  58o - 0046 
  59o - 0047 
  60o - 0039 
  61o - 0040 
  62o - 0033 
  63o - 0038 
  64o - 0037 
  65o - 0035 
  66o - 0041 
  67o - 0057 
  68o - 0034 
  69o - 0036 
  70o - 0032 
  71o - 0030 
  72o - 0029 
  73o - 0004 
  74o - 0021 
  75o - 0026 
  76o - 0022 
  77o - 0016 
  78o - 0028 
  79o - 0023 
  80o - 0025 
  81o - 0002 
  82o - 0017 
  83o - 0020 
  84o - 0015 
  85o - 0019 
  86o - 0005 
  87o - 0024 
  88o - 0011 
  89o - 0009 
  90o - 0014 
  91o - 0018 
  92o - 0010 
  93o - 0012 
  94o - 0001 
  95o - 0003 
  96o - 0000 
  97o - 0008 
  98o - 0013 
  99o - 0007 
 100o - 0006 


Ranking - Rodada 2:
   1o - 0045 
   2o - 0099 
   3o - 0042 
   4o - 0027 
   5o - 0031 
   6o - 0095 
   7o - 0098 
   8o - 0096 
   9o - 0094 
  10o - 0090 
  11o - 0092 
  12o - 0089 
  13o - 0085 
  14o - 0086 
  15o - 0083 
  16o - 0080 
  17o - 0082 
  18o - 0088 
  19o - 0074 
  20o - 0076 
  21o - 0077 
  22o - 0071 
  23o - 0073 
  24o - 0078 
  25o - 0066 
  26o - 0065 
  27o - 0070 
  28o - 0064 
  29o - 0069 
  30o - 0072 
  31o - 0059 
  32o - 0068 
  33o - 0061 
  34o - 0062 
  35o - 0054 
  36o - 0049 
  37o - 0055 
  38o - 0056 
  39o - 0053 
  40o - 0044 
  41o - 0050 
  42o - 0048 
  43o - 0043 
  44o - 0047 
  45o - 0051 
  46o - 0039 
  47o - 0040 
