EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0016 
   2o - 0005 
   3o - 0006 
   4o - 0004 
   5o - 0036 
   6o - 0089 
   7o - 0092 
   8o - 0090 
   9o - 0091 
  10o - 0088 
  11o - 0061 
  12o - 0062 
  13o - 0064 
  14o - 0063 
  15o - 0037 
  16o - 0038 
  17o - 0039 
  18o - 0028 
  19o - 0019 
  20o - 0017 
  21o - 0015 
  22o - 0029 
  23o - 0022 
  24o - 0018 
  25o - 0008 
  26o - 0020 
  27o - 0027 
  28o - 0021 
  29o - 0087 
  30o - 0024 
  31o - 0011 
  32o - 0013 
  33o - 0085 
  34o - 0086 
  35o - 0073 
  36o - 0023 
  37o - 0072 
  38o - 0071 
  39o - 0081 
  40o - 0055 
  41o - 0082 
  42o - 0083 
  43o - 0084 
  44o - 0078 
  45o - 0025 
  46o - 0079 
  47o - 0080 
  48o - 0053 
  49o - 0065 
  50o - 0070 
  51o - 0066 
  52o - 0052 
  53o - 0067 
  54o - 0075 
  55o - 0077 
  56o - 0054 
  57o - 0051 
  58o - 0074 
  59o - 0076 
  60o - 0045 
  61o - 0048 
  62o - 0035 
  63o - 0043 
  64o - 0046 
  65o - 0034 
  66o - 0041 
  67o - 0099 
  68o - 0050 
  69o - 0040 
  70o - 0032 
  71o - 0033 
  72o - 0026 
  73o - 0030 
  74o - 0042 
  75o - 0044 
  76o - 0031 
  77o - 0069 
  78o - 0059 
  79o - 0096 
  80o - 0097 
  81o - 0049 
  82o - 0098 
  83o - 0068 
  84o - 0060 
  85o - 0093 
  86o - 0010 
  87o - 0095 
  88o - 0057 
  89o - 0014 
  90o - 0094 
  91o - 0007 
  92o - 0012 
  93o - 0002 
  94o - 0003 
  95o - 0056 
  96o - 0000 
  97o - 0058 
  98o - 0009 
  99o - 0001 
 100o - 0047 


Ranking - Rodada 2:
   1o - 0006 
   2o - 0036 
   3o - 0004 
   4o - 0016 
   5o - 0091 
   6o - 0092 
   7o - 0090 
   8o - 0088 
   9o - 0089 
  10o - 0062 
  11o - 0061 
  12o - 0063 
  13o - 0064 
  14o - 0037 
  15o - 0039 
  16o - 0038 
  17o - 0019 
  18o - 0008 
  19o - 0017 
  20o - 0015 
  21o - 0022 
  22o - 0018 
  23o - 0027 
  24o - 0021 
  25o - 0087 
  26o - 0020 
  27o - 0013 
  28o - 0086 
  29o - 0085 
  30o - 0071 
  31o - 0084 
  32o - 0083 
  33o - 0055 
  34o - 0081 
  35o - 0080 
  36o - 0079 
  37o - 0078 
  38o - 0025 
  39o - 0066 
  40o - 0053 
  41o - 0052 
  42o - 0065 
  43o - 0070 
  44o - 0075 
  45o - 0067 
  46o - 0054 
  47o - 0048 
