EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0011 
   2o - 0009 
   3o - 0098 
   4o - 0085 
   5o - 0083 
   6o - 0094 
   7o - 0090 
   8o - 0082 
   9o - 0086 
  10o - 0088 
  11o - 0084 
  12o - 0087 
  13o - 0089 
  14o - 0099 
  15o - 0096 
  16o - 0097 
  17o - 0093 
  18o - 0095 
  19o - 0091 
  20o - 0081 
  21o - 0078 
  22o - 0077 
  23o - 0092 
  24o - 0080 
  25o - 0074 
  26o - 0072 
  27o - 0079 
  28o - 0075 
  29o - 0071 
  30o - 0076 
  31o - 0069 
  32o - 0068 
  33o - 0067 
  34o - 0062 
  35o - 0073 
  36o - 0066 
  37o - 0065 
  38o - 0070 
  39o - 0063 
  40o - 0060 
  41o - 0064 
  42o - 0059 
  43o - 0053 
  44o - 0055 
  45o - 0057 
  46o - 0056 
  47o - 0047 
  48o - 0052 
  49o - 0054 
  50o - 0048 
  51o - 0051 
  52o - 0045 
  53o - 0058 
  54o - 0049 
  55o - 0044 
  56o - 0050 
  57o - 0042 
  58o - 0043 
  59o - 0037 
  60o - 0038 
  61o - 0036 
  62o - 0061 
  63o - 0032 
  64o - 0040 
  65o - 0030 
  66o - 0041 
  67o - 0046 
  68o - 0028 
  69o - 0034 
  70o - 0026 
  71o - 0022 
  72o - 0035 
  73o - 0033 
  74o - 0027 
  75o - 0018 
  76o - 0019 
  77o - 0017 
  78o - 0025 
  79o - 0016 
  80o - 0031 
  81o - 0020 
  82o - 0010 
  83o - 0021 
  84o - 0039 
  85o - 0004 
  86o - 0013 
  87o - 0023 
  88o - 0006 
  89o - 0024 
  90o - 0014 
  91o - 0000 
  92o - 0002 
  93o - 0029 
  94o - 0001 
  95o - 0003 
  96o - 0005 
  97o - 0015 
  98o - 0012 
  99o - 0008 
 100o - 0007 


Ranking - Rodada 2:
   1o - 0098 
   2o - 0011 
   3o - 0085 
   4o - 0009 
   5o - 0083 
   6o - 0082 
   7o - 0094 
   8o - 0086 
   9o - 0090 
  10o - 0089 
  11o - 0087 
  12o - 0084 
  13o - 0096 
  14o - 0093 
  15o - 0095 
  16o - 0097 
  17o - 0091 
  18o - 0077 
  19o - 0081 
  20o - 0078 
  21o - 0092 
  22o - 0072 
  23o - 0074 
  24o - 0079 
  25o - 0075 
  26o - 0068 
  27o - 0076 
  28o - 0067 
  29o - 0071 
  30o - 0069 
  31o - 0062 
  32o - 0065 
  33o - 0073 
  34o - 0066 
  35o - 0070 
  36o - 0064 
  37o - 0063 
  38o - 0060 
  39o - 0053 
  40o - 0056 
  41o - 0055 
  42o - 0048 
  43o - 0051 
  44o - 0047 
  45o - 0049 
  46o - 0058 
  47o - 0045 
