EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0007 
   2o - 0084 
   3o - 0096 
   4o - 0097 
   5o - 0003 
   6o - 0095 
   7o - 0010 
   8o - 0083 
   9o - 0018 
  10o - 0057 
  11o - 0072 
  12o - 0073 
  13o - 0074 
  14o - 0019 
  15o - 0049 
  16o - 0098 
  17o - 0093 
  18o - 0094 
  19o - 0050 
  20o - 0092 
  21o - 0088 
  22o - 0089 
  23o - 0090 
  24o - 0091 
  25o - 0099 
  26o - 0087 
  27o - 0082 
  28o - 0081 
  29o - 0086 
  30o - 0085 
  31o - 0077 
  32o - 0079 
  33o - 0080 
  34o - 0076 
  35o - 0070 
  36o - 0078 
  37o - 0068 
  38o - 0069 
  39o - 0062 
  40o - 0067 
  41o - 0071 
  42o - 0075 
  43o - 0065 
  44o - 0066 
  45o - 0064 
  46o - 0058 
  47o - 0061 
  48o - 0055 
  49o - 0053 
  50o - 0052 
  51o - 0056 
  52o - 0060 
  53o - 0063 
  54o - 0054 
  55o - 0047 
  56o - 0059 
  57o - 0051 
  58o - 0046 
  59o - 0043 
  60o - 0041 
  61o - 0045 
  62o - 0048 
  63o - 0042 
  64o - 0037 
  65o - 0040 
  66o - 0044 
  67o - 0036 
  68o - 0002 
  69o - 0006 
  70o - 0035 
  71o - 0039 
  72o - 0005 
  73o - 0013 
  74o - 0034 
  75o - 0017 
  76o - 0023 
  77o - 0022 
  78o - 0009 
  79o - 0000 
  80o - 0038 
  81o - 0026 
  82o - 0033 
  83o - 0032 
  84o - 0029 
  85o - 0030 
  86o - 0028 
  87o - 0027 
  88o - 0031 
  89o - 0020 
  90o - 0016 
  91o - 0001 
  92o - 0004 
  93o - 0024 
  94o - 0021 
  95o - 0011 
  96o - 0012 
  97o - 0025 
  98o - 0008 
  99o - 0014 
 100o - 0015 


Ranking - Rodada 2:
   1o - 0096 
   2o - 0097 
   3o - 0003 
   4o - 0084 
   5o - 0007 
   6o - 0018 
   7o - 0095 
   8o - 0010 
   9o - 0083 
  10o - 0074 
  11o - 0019 
  12o - 0057 
  13o - 0049 
  14o - 0098 
  15o - 0050 
  16o - 0093 
  17o - 0094 
  18o - 0091 
  19o - 0099 
  20o - 0090 
  21o - 0092 
  22o - 0088 
  23o - 0081 
  24o - 0086 
  25o - 0087 
  26o - 0080 
  27o - 0085 
  28o - 0076 
  29o - 0077 
  30o - 0079 
  31o - 0078 
  32o - 0070 
  33o - 0069 
  34o - 0067 
  35o - 0065 
  36o - 0062 
  37o - 0075 
  38o - 0058 
  39o - 0066 
  40o - 0052 
  41o - 0053 
  42o - 0056 
  43o - 0055 
  44o - 0063 
  45o - 0059 
  46o - 0047 
  47o - 0054 
