EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0022 
   2o - 0015 
   3o - 0009 
   4o - 0021 
   5o - 0025 
   6o - 0065 
   7o - 0049 
   8o - 0051 
   9o - 0064 
  10o - 0063 
  11o - 0037 
  12o - 0099 
  13o - 0038 
  14o - 0048 
  15o - 0026 
  16o - 0097 
  17o - 0094 
  18o - 0096 
  19o - 0098 
  20o - 0090 
  21o - 0093 
  22o - 0091 
  23o - 0089 
  24o - 0095 
  25o - 0092 
  26o - 0087 
  27o - 0088 
  28o - 0086 
  29o - 0036 
  30o - 0046 
  31o - 0084 
  32o - 0047 
  33o - 0085 
  34o - 0082 
  35o - 0017 
  36o - 0035 
  37o - 0081 
  38o - 0080 
  39o - 0018 
  40o - 0079 
  41o - 0083 
  42o - 0075 
  43o - 0061 
  44o - 0070 
  45o - 0034 
  46o - 0062 
  47o - 0068 
  48o - 0077 
  49o - 0066 
  50o - 0076 
  51o - 0078 
  52o - 0071 
  53o - 0067 
  54o - 0069 
  55o - 0073 
  56o - 0074 
  57o - 0072 
  58o - 0013 
  59o - 0014 
  60o - 0024 
  61o - 0023 
  62o - 0052 
  63o - 0039 
  64o - 0050 
  65o - 0056 
  66o - 0044 
  67o - 0057 
  68o - 0054 
  69o - 0016 
  70o - 0053 
  71o - 0058 
  72o - 0059 
  73o - 0043 
  74o - 0041 
  75o - 0060 
  76o - 0040 
  77o - 0028 
  78o - 0033 
  79o - 0045 
  80o - 0030 
  81o - 0031 
  82o - 0019 
  83o - 0042 
  84o - 0029 
  85o - 0007 
  86o - 0032 
  87o - 0011 
  88o - 0055 
  89o - 0005 
  90o - 0012 
  91o - 0004 
  92o - 0027 
  93o - 0010 
  94o - 0001 
  95o - 0008 
  96o - 0000 
  97o - 0020 
  98o - 0002 
  99o - 0003 
 100o - 0006 


Ranking - Rodada 2:
   1o - 0009 
   2o - 0015 
   3o - 0022 
   4o - 0021 
   5o - 0051 
   6o - 0065 
   7o - 0049 
   8o - 0064 
   9o - 0026 
  10o - 0048 
  11o - 0099 
  12o - 0038 
  13o - 0096 
  14o - 0094 
  15o - 0097 
  16o - 0090 
  17o - 0089 
  18o - 0092 
  19o - 0095 
  20o - 0093 
  21o - 0091 
  22o - 0088 
  23o - 0087 
  24o - 0086 
  25o - 0036 
  26o - 0046 
  27o - 0047 
  28o - 0084 
  29o - 0082 
  30o - 0085 
  31o - 0017 
  32o - 0035 
  33o - 0081 
  34o - 0061 
  35o - 0075 
  36o - 0018 
  37o - 0080 
  38o - 0083 
  39o - 0079 
  40o - 0034 
  41o - 0070 
  42o - 0071 
  43o - 0077 
  44o - 0076 
  45o - 0078 
  46o - 0067 
  47o - 0066 
