EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0091 
   2o - 0078 
   3o - 0073 
   4o - 0086 
   5o - 0074 
   6o - 0072 
   7o - 0075 
   8o - 0087 
   9o - 0077 
  10o - 0076 
  11o - 0069 
  12o - 0088 
  13o - 0057 
  14o - 0056 
  15o - 0098 
  16o - 0097 
  17o - 0099 
  18o - 0059 
  19o - 0058 
  20o - 0035 
  21o - 0068 
  22o - 0063 
  23o - 0065 
  24o - 0085 
  25o - 0084 
  26o - 0044 
  27o - 0040 
  28o - 0042 
  29o - 0096 
  30o - 0034 
  31o - 0095 
  32o - 0043 
  33o - 0094 
  34o - 0082 
  35o - 0092 
  36o - 0036 
  37o - 0090 
  38o - 0083 
  39o - 0093 
  40o - 0071 
  41o - 0080 
  42o - 0070 
  43o - 0081 
  44o - 0061 
  45o - 0064 
  46o - 0089 
  47o - 0079 
  48o - 0067 
  49o - 0053 
  50o - 0062 
  51o - 0066 
  52o - 0054 
  53o - 0051 
  54o - 0060 
  55o - 0031 
  56o - 0050 
  57o - 0049 
  58o - 0055 
  59o - 0032 
  60o - 0048 
  61o - 0045 
  62o - 0047 
  63o - 0041 
  64o - 0038 
  65o - 0046 
  66o - 0039 
  67o - 0052 
  68o - 0028 
  69o - 0030 
  70o - 0025 
  71o - 0029 
  72o - 0027 
  73o - 0033 
  74o - 0026 
  75o - 0023 
  76o - 0024 
  77o - 0037 
  78o - 0021 
  79o - 0017 
  80o - 0022 
  81o - 0019 
  82o - 0020 
  83o - 0018 
  84o - 0014 
  85o - 0015 
  86o - 0016 
  87o - 0011 
  88o - 0003 
  89o - 0009 
  90o - 0008 
  91o - 0010 
  92o - 0000 
  93o - 0012 
  94o - 0001 
  95o - 0007 
  96o - 0004 
  97o - 0005 
  98o - 0013 
  99o - 0006 
 100o - 0002 


Ranking - Rodada 2:
   1o - 0091 
   2o - 0074 
   3o - 0078 
   4o - 0073 
   5o - 0075 
   6o - 0087 
   7o - 0072 
   8o - 0056 
   9o - 0069 
  10o - 0088 
  11o - 0097 
  12o - 0099 
  13o - 0059 
  14o - 0098 
  15o - 0065 
  16o - 0063 
  17o - 0084 
  18o - 0085 
  19o - 0042 
  20o - 0044 
  21o - 0034 
  22o - 0096 
  23o - 0043 
  24o - 0094 
  25o - 0092 
  26o - 0082 
  27o - 0036 
  28o - 0090 
  29o - 0070 
  30o - 0071 
  31o - 0093 
  32o - 0064 
  33o - 0079 
  34o - 0089 
  35o - 0067 
  36o - 0081 
  37o - 0054 
  38o - 0053 
  39o - 0062 
  40o - 0031 
  41o - 0049 
  42o - 0050 
  43o - 0060 
  44o - 0048 
  45o - 0055 
  46o - 0045 
  47o - 0052 
