EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0089 
   2o - 0066 
   3o - 0065 
   4o - 0064 
   5o - 0090 
   6o - 0055 
   7o - 0048 
   8o - 0052 
   9o - 0092 
  10o - 0079 
  11o - 0091 
  12o - 0082 
  13o - 0081 
  14o - 0080 
  15o - 0047 
  16o - 0053 
  17o - 0056 
  18o - 0099 
  19o - 0050 
  20o - 0095 
  21o - 0096 
  22o - 0051 
  23o - 0098 
  24o - 0094 
  25o - 0087 
  26o - 0085 
  27o - 0097 
  28o - 0093 
  29o - 0088 
  30o - 0076 
  31o - 0084 
  32o - 0086 
  33o - 0078 
  34o - 0077 
  35o - 0072 
  36o - 0083 
  37o - 0074 
  38o - 0071 
  39o - 0070 
  40o - 0075 
  41o - 0063 
  42o - 0069 
  43o - 0061 
  44o - 0058 
  45o - 0068 
  46o - 0073 
  47o - 0067 
  48o - 0059 
  49o - 0043 
  50o - 0057 
  51o - 0062 
  52o - 0037 
  53o - 0049 
  54o - 0054 
  55o - 0030 
  56o - 0060 
  57o - 0044 
  58o - 0031 
  59o - 0040 
  60o - 0033 
  61o - 0042 
  62o - 0045 
  63o - 0046 
  64o - 0039 
  65o - 0035 
  66o - 0029 
  67o - 0028 
  68o - 0041 
  69o - 0032 
  70o - 0036 
  71o - 0034 
  72o - 0009 
  73o - 0008 
  74o - 0027 
  75o - 0013 
  76o - 0026 
  77o - 0018 
  78o - 0038 
  79o - 0019 
  80o - 0025 
  81o - 0015 
  82o - 0024 
  83o - 0020 
  84o - 0012 
  85o - 0022 
  86o - 0014 
  87o - 0021 
  88o - 0007 
  89o - 0016 
  90o - 0023 
  91o - 0002 
  92o - 0011 
  93o - 0005 
  94o - 0017 
  95o - 0010 
  96o - 0000 
  97o - 0006 
  98o - 0001 
  99o - 0004 
 100o - 0003 


Ranking - Rodada 2:
   1o - 0089 
   2o - 0090 
   3o - 0064 
   4o - 0065 
   5o - 0066 
   6o - 0048 
   7o - 0055 
   8o - 0052 
   9o - 0091 
  10o - 0080 
  11o - 0082 
  12o - 0081 
  13o - 0047 
  14o - 0079 
  15o - 0056 
  16o - 0099 
  17o - 0094 
  18o - 0096 
  19o - 0051 
  20o - 0098 
  21o - 0095 
  22o - 0093 
  23o - 0088 
  24o - 0087 
  25o - 0085 
  26o - 0097 
  27o - 0078 
  28o - 0084 
  29o - 0076 
  30o - 0083 
  31o - 0072 
  32o - 0074 
  33o - 0063 
  34o - 0070 
  35o - 0069 
  36o - 0059 
  37o - 0068 
  38o - 0067 
  39o - 0073 
  40o - 0058 
  41o - 0061 
  42o - 0057 
  43o - 0062 
  44o - 0037 
  45o - 0049 
  46o - 0054 
  47o - 0031 
