EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0067 
   2o - 0061 
   3o - 0060 
   4o - 0063 
   5o - 0059 
   6o - 0079 
   7o - 0083 
   8o - 0078 
   9o - 0068 
  10o - 0085 
  11o - 0052 
  12o - 0055 
  13o - 0056 
  14o - 0077 
  15o - 0050 
  16o - 0047 
  17o - 0045 
  18o - 0044 
  19o - 0038 
  20o - 0037 
  21o - 0030 
  22o - 0034 
  23o - 0027 
  24o - 0042 
  25o - 0082 
  26o - 0084 
  27o - 0064 
  28o - 0041 
  29o - 0081 
  30o - 0062 
  31o - 0069 
  32o - 0066 
  33o - 0080 
  34o - 0073 
  35o - 0086 
  36o - 0072 
  37o - 0049 
  38o - 0057 
  39o - 0053 
  40o - 0040 
  41o - 0098 
  42o - 0058 
  43o - 0076 
  44o - 0099 
  45o - 0095 
  46o - 0094 
  47o - 0054 
  48o - 0046 
  49o - 0097 
  50o - 0051 
  51o - 0090 
  52o - 0087 
  53o - 0048 
  54o - 0065 
  55o - 0088 
  56o - 0043 
  57o - 0089 
  58o - 0074 
  59o - 0091 
  60o - 0071 
  61o - 0075 
  62o - 0036 
  63o - 0093 
  64o - 0096 
  65o - 0039 
  66o - 0092 
  67o - 0070 
  68o - 0032 
  69o - 0028 
  70o - 0033 
  71o - 0005 
  72o - 0031 
  73o - 0021 
  74o - 0000 
  75o - 0025 
  76o - 0019 
  77o - 0029 
  78o - 0023 
  79o - 0035 
  80o - 0014 
  81o - 0024 
  82o - 0002 
  83o - 0026 
  84o - 0017 
  85o - 0015 
  86o - 0004 
  87o - 0022 
  88o - 0020 
  89o - 0007 
  90o - 0013 
  91o - 0010 
  92o - 0006 
  93o - 0008 
  94o - 0001 
  95o - 0011 
  96o - 0016 
  97o - 0018 
  98o - 0012 
  99o - 0009 
 100o - 0003 


Ranking - Rodada 2:
   1o - 0061 
   2o - 0059 
   3o - 0063 
   4o - 0085 
   5o - 0078 
   6o - 0079 
   7o - 0083 
   8o - 0055 
   9o - 0050 
  10o - 0056 
  11o - 0045 
  12o - 0044 
  13o - 0037 
  14o - 0042 
  15o - 0030 
  16o - 0034 
  17o - 0038 
  18o - 0084 
  19o - 0082 
  20o - 0064 
  21o - 0041 
  22o - 0066 
  23o - 0069 
  24o - 0080 
  25o - 0073 
  26o - 0072 
  27o - 0049 
  28o - 0086 
  29o - 0098 
  30o - 0040 
  31o - 0099 
  32o - 0095 
  33o - 0076 
  34o - 0051 
  35o - 0090 
  36o - 0054 
  37o - 0046 
  38o - 0087 
  39o - 0065 
  40o - 0048 
  41o - 0075 
  42o - 0089 
  43o - 0071 
  44o - 0091 
  45o - 0039 
  46o - 0093 
  47o - 0074 
