EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0064 
   2o - 0077 
   3o - 0078 
   4o - 0079 
   5o - 0062 
   6o - 0076 
   7o - 0074 
   8o - 0072 
   9o - 0075 
  10o - 0073 
  11o - 0096 
  12o - 0099 
  13o - 0098 
  14o - 0097 
  15o - 0094 
  16o - 0091 
  17o - 0095 
  18o - 0090 
  19o - 0093 
  20o - 0092 
  21o - 0087 
  22o - 0086 
  23o - 0088 
  24o - 0085 
  25o - 0081 
  26o - 0083 
  27o - 0084 
  28o - 0089 
  29o - 0080 
  30o - 0067 
  31o - 0082 
  32o - 0070 
  33o - 0069 
  34o - 0068 
  35o - 0060 
  36o - 0063 
  37o - 0071 
  38o - 0066 
  39o - 0065 
  40o - 0058 
  41o - 0061 
  42o - 0057 
  43o - 0059 
  44o - 0056 
  45o - 0051 
  46o - 0055 
  47o - 0052 
  48o - 0054 
  49o - 0049 
  50o - 0031 
  51o - 0030 
  52o - 0029 
  53o - 0050 
  54o - 0053 
  55o - 0025 
  56o - 0033 
  57o - 0026 
  58o - 0027 
  59o - 0040 
  60o - 0043 
  61o - 0048 
  62o - 0028 
  63o - 0008 
  64o - 0024 
  65o - 0042 
  66o - 0037 
  67o - 0036 
  68o - 0004 
  69o - 0012 
  70o - 0014 
  71o - 0046 
  72o - 0047 
  73o - 0034 
  74o - 0045 
  75o - 0038 
  76o - 0044 
  77o - 0020 
  78o - 0003 
  79o - 0039 
  80o - 0016 
  81o - 0041 
  82o - 0021 
  83o - 0019 
  84o - 0006 
  85o - 0017 
  86o - 0035 
  87o - 0000 
  88o - 0018 
  89o - 0010 
  90o - 0032 
  91o - 0015 
  92o - 0013 
  93o - 0023 
  94o - 0009 
  95o - 0005 
  96o - 0007 
  97o - 0001 
  98o - 0011 
  99o - 0002 
 100o - 0022 


Ranking - Rodada 2:
   1o - 0062 
   2o - 0064 
   3o - 0078 
   4o - 0079 
   5o - 0074 
   6o - 0075 
   7o - 0076 
   8o - 0072 
   9o - 0096 
  10o - 0099 
  11o - 0098 
  12o - 0094 
  13o - 0091 
  14o - 0092 
  15o - 0090 
  16o - 0087 
  17o - 0086 
  18o - 0083 
  19o - 0089 
  20o - 0070 
  21o - 0082 
  22o - 0068 
  23o - 0080 
  24o - 0066 
  25o - 0063 
  26o - 0071 
  27o - 0060 
  28o - 0057 
  29o - 0059 
  30o - 0065 
  31o - 0058 
  32o - 0051 
  33o - 0055 
  34o - 0054 
  35o - 0052 
  36o - 0061 
  37o - 0029 
  38o - 0030 
  39o - 0031 
  40o - 0049 
  41o - 0056 
  42o - 0050 
  43o - 0053 
  44o - 0027 
  45o - 0026 
  46o - 0025 
  47o - 0040 
