EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0002 
   2o - 0008 
   3o - 0010 
   4o - 0096 
   5o - 0020 
   6o - 0088 
   7o - 0092 
   8o - 0093 
   9o - 0086 
  10o - 0085 
  11o - 0097 
  12o - 0091 
  13o - 0019 
  14o - 0090 
  15o - 0098 
  16o - 0074 
  17o - 0083 
  18o - 0099 
  19o - 0094 
  20o - 0095 
  21o - 0078 
  22o - 0084 
  23o - 0076 
  24o - 0077 
  25o - 0070 
  26o - 0089 
  27o - 0072 
  28o - 0064 
  29o - 0087 
  30o - 0063 
  31o - 0071 
  32o - 0067 
  33o - 0069 
  34o - 0081 
  35o - 0050 
  36o - 0080 
  37o - 0065 
  38o - 0056 
  39o - 0059 
  40o - 0061 
  41o - 0082 
  42o - 0062 
  43o - 0060 
  44o - 0058 
  45o - 0073 
  46o - 0049 
  47o - 0047 
  48o - 0041 
  49o - 0051 
  50o - 0055 
  51o - 0052 
  52o - 0042 
  53o - 0044 
  54o - 0066 
  55o - 0075 
  56o - 0014 
  57o - 0057 
  58o - 0036 
  59o - 0039 
  60o - 0068 
  61o - 0043 
  62o - 0031 
  63o - 0053 
  64o - 0032 
  65o - 0021 
  66o - 0054 
  67o - 0079 
  68o - 0028 
  69o - 0018 
  70o - 0035 
  71o - 0033 
  72o - 0022 
  73o - 0038 
  74o - 0046 
  75o - 0048 
  76o - 0027 
  77o - 0030 
  78o - 0045 
  79o - 0040 
  80o - 0012 
  81o - 0026 
  82o - 0034 
  83o - 0024 
  84o - 0015 
  85o - 0017 
  86o - 0013 
  87o - 0029 
  88o - 0006 
  89o - 0016 
  90o - 0009 
  91o - 0007 
  92o - 0011 
  93o - 0023 
  94o - 0037 
  95o - 0003 
  96o - 0001 
  97o - 0000 
  98o - 0005 
  99o - 0025 
 100o - 0004 


Ranking - Rodada 2:
   1o - 0002 
   2o - 0096 
   3o - 0008 
   4o - 0092 
   5o - 0093 
   6o - 0088 
   7o - 0091 
   8o - 0085 
   9o - 0019 
  10o - 0083 
  11o - 0098 
  12o - 0074 
  13o - 0090 
  14o - 0099 
  15o - 0084 
  16o - 0078 
  17o - 0076 
  18o - 0094 
  19o - 0095 
  20o - 0070 
  21o - 0077 
  22o - 0072 
  23o - 0064 
  24o - 0087 
  25o - 0067 
  26o - 0063 
  27o - 0071 
  28o - 0069 
  29o - 0050 
  30o - 0059 
  31o - 0082 
  32o - 0080 
  33o - 0061 
  34o - 0065 
  35o - 0058 
  36o - 0073 
  37o - 0060 
  38o - 0041 
  39o - 0052 
  40o - 0047 
  41o - 0051 
  42o - 0042 
  43o - 0066 
  44o - 0044 
  45o - 0068 
  46o - 0039 
  47o - 0057 
