EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0065 
   2o - 0060 
   3o - 0024 
   4o - 0099 
   5o - 0061 
   6o - 0050 
   7o - 0047 
   8o - 0079 
   9o - 0088 
  10o - 0089 
  11o - 0045 
  12o - 0078 
  13o - 0072 
  14o - 0074 
  15o - 0043 
  16o - 0021 
  17o - 0073 
  18o - 0070 
  19o - 0069 
  20o - 0019 
  21o - 0022 
  22o - 0071 
  23o - 0063 
  24o - 0044 
  25o - 0062 
  26o - 0046 
  27o - 0023 
  28o - 0064 
  29o - 0041 
  30o - 0039 
  31o - 0037 
  32o - 0098 
  33o - 0093 
  34o - 0051 
  35o - 0094 
  36o - 0035 
  37o - 0036 
  38o - 0096 
  39o - 0097 
  40o - 0092 
  41o - 0095 
  42o - 0087 
  43o - 0049 
  44o - 0058 
  45o - 0059 
  46o - 0086 
  47o - 0077 
  48o - 0029 
  49o - 0031 
  50o - 0075 
  51o - 0033 
  52o - 0040 
  53o - 0027 
  54o - 0068 
  55o - 0076 
  56o - 0067 
  57o - 0042 
  58o - 0066 
  59o - 0091 
  60o - 0038 
  61o - 0048 
  62o - 0083 
  63o - 0090 
  64o - 0084 
  65o - 0085 
  66o - 0057 
  67o - 0080 
  68o - 0082 
  69o - 0054 
  70o - 0081 
  71o - 0026 
  72o - 0056 
  73o - 0034 
  74o - 0030 
  75o - 0025 
  76o - 0018 
  77o - 0028 
  78o - 0052 
  79o - 0055 
  80o - 0015 
  81o - 0032 
  82o - 0017 
  83o - 0020 
  84o - 0053 
  85o - 0012 
  86o - 0004 
  87o - 0016 
  88o - 0009 
  89o - 0010 
  90o - 0011 
  91o - 0002 
  92o - 0000 
  93o - 0006 
  94o - 0005 
  95o - 0008 
  96o - 0003 
  97o - 0014 
  98o - 0013 
  99o - 0001 
 100o - 0007 


Ranking - Rodada 2:
   1o - 0060 
   2o - 0061 
   3o - 0024 
   4o - 0050 
   5o - 0047 
   6o - 0088 
   7o - 0079 
   8o - 0072 
   9o - 0074 
  10o - 0089 
  11o - 0073 
  12o - 0043 
  13o - 0021 
  14o - 0070 
  15o - 0069 
  16o - 0019 
  17o - 0063 
  18o - 0064 
  19o - 0023 
  20o - 0062 
  21o - 0039 
  22o - 0041 
  23o - 0098 
  24o - 0093 
  25o - 0051 
  26o - 0096 
  27o - 0094 
  28o - 0095 
  29o - 0092 
  30o - 0097 
  31o - 0059 
  32o - 0086 
  33o - 0087 
  34o - 0058 
  35o - 0049 
  36o - 0029 
  37o - 0031 
  38o - 0033 
  39o - 0067 
  40o - 0027 
  41o - 0068 
  42o - 0042 
  43o - 0040 
  44o - 0066 
  45o - 0038 
  46o - 0091 
  47o - 0083 
