EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0026 
   2o - 0025 
   3o - 0010 
   4o - 0017 
   5o - 0016 
   6o - 0006 
   7o - 0001 
   8o - 0008 
   9o - 0002 
  10o - 0004 
  11o - 0030 
  12o - 0027 
  13o - 0011 
  14o - 0028 
  15o - 0029 
  16o - 0085 
  17o - 0075 
  18o - 0083 
  19o - 0031 
  20o - 0084 
  21o - 0066 
  22o - 0062 
  23o - 0063 
  24o - 0065 
  25o - 0064 
  26o - 0055 
  27o - 0056 
  28o - 0058 
  29o - 0061 
  30o - 0057 
  31o - 0032 
  32o - 0039 
  33o - 0040 
  34o - 0014 
  35o - 0022 
  36o - 0098 
  37o - 0020 
  38o - 0021 
  39o - 0048 
  40o - 0050 
  41o - 0060 
  42o - 0049 
  43o - 0072 
  44o - 0047 
  45o - 0059 
  46o - 0093 
  47o - 0046 
  48o - 0015 
  49o - 0096 
  50o - 0069 
  51o - 0053 
  52o - 0092 
  53o - 0018 
  54o - 0041 
  55o - 0043 
  56o - 0071 
  57o - 0095 
  58o - 0091 
  59o - 0007 
  60o - 0089 
  61o - 0078 
  62o - 0042 
  63o - 0024 
  64o - 0099 
  65o - 0094 
  66o - 0023 
  67o - 0077 
  68o - 0076 
  69o - 0054 
  70o - 0070 
  71o - 0019 
  72o - 0097 
  73o - 0051 
  74o - 0074 
  75o - 0012 
  76o - 0013 
  77o - 0037 
  78o - 0073 
  79o - 0003 
  80o - 0009 
  81o - 0068 
  82o - 0036 
  83o - 0033 
  84o - 0005 
  85o - 0067 
  86o - 0052 
  87o - 0090 
  88o - 0000 
  89o - 0082 
  90o - 0086 
  91o - 0081 
  92o - 0034 
  93o - 0079 
  94o - 0080 
  95o - 0088 
  96o - 0045 
  97o - 0038 
  98o - 0035 
  99o - 0044 
 100o - 0087 


Ranking - Rodada 2:
   1o - 0026 
   2o - 0010 
   3o - 0017 
   4o - 0025 
   5o - 0016 
   6o - 0001 
   7o - 0002 
   8o - 0006 
   9o - 0004 
  10o - 0008 
  11o - 0030 
  12o - 0028 
  13o - 0029 
  14o - 0027 
  15o - 0011 
  16o - 0084 
  17o - 0083 
  18o - 0085 
  19o - 0075 
  20o - 0031 
  21o - 0063 
  22o - 0062 
  23o - 0066 
  24o - 0065 
  25o - 0064 
  26o - 0061 
  27o - 0058 
  28o - 0057 
  29o - 0014 
  30o - 0040 
  31o - 0020 
  32o - 0021 
  33o - 0022 
  34o - 0060 
  35o - 0050 
  36o - 0049 
  37o - 0048 
  38o - 0047 
  39o - 0072 
  40o - 0015 
  41o - 0093 
  42o - 0059 
  43o - 0069 
  44o - 0092 
  45o - 0053 
  46o - 0096 
  47o - 0018 
