EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0070 
   2o - 0071 
   3o - 0073 
   4o - 0075 
   5o - 0082 
   6o - 0078 
   7o - 0086 
   8o - 0080 
   9o - 0093 
  10o - 0091 
  11o - 0088 
  12o - 0087 
  13o - 0089 
  14o - 0092 
  15o - 0090 
  16o - 0099 
  17o - 0085 
  18o - 0094 
  19o - 0095 
  20o - 0049 
  21o - 0056 
  22o - 0098 
  23o - 0096 
  24o - 0097 
  25o - 0083 
  26o - 0038 
  27o - 0084 
  28o - 0044 
  29o - 0077 
  30o - 0079 
  31o - 0081 
  32o - 0074 
  33o - 0069 
  34o - 0076 
  35o - 0072 
  36o - 0068 
  37o - 0065 
  38o - 0061 
  39o - 0066 
  40o - 0064 
  41o - 0067 
  42o - 0063 
  43o - 0041 
  44o - 0062 
  45o - 0060 
  46o - 0059 
  47o - 0051 
  48o - 0055 
  49o - 0046 
  50o - 0057 
  51o - 0053 
  52o - 0054 
  53o - 0052 
  54o - 0050 
  55o - 0043 
  56o - 0047 
  57o - 0042 
  58o - 0058 
  59o - 0048 
  60o - 0045 
  61o - 0040 
  62o - 0019 
  63o - 0020 
  64o - 0021 
  65o - 0015 
  66o - 0035 
  67o - 0039 
  68o - 0036 
  69o - 0022 
  70o - 0037 
  71o - 0030 
  72o - 0033 
  73o - 0028 
  74o - 0032 
  75o - 0031 
  76o - 0034 
  77o - 0023 
  78o - 0025 
  79o - 0029 
  80o - 0026 
  81o - 0017 
  82o - 0024 
  83o - 0013 
  84o - 0027 
  85o - 0018 
  86o - 0004 
  87o - 0006 
  88o - 0016 
  89o - 0009 
  90o - 0007 
  91o - 0014 
  92o - 0008 
  93o - 0010 
  94o - 0000 
  95o - 0001 
  96o - 0012 
  97o - 0003 
  98o - 0011 
  99o - 0002 
 100o - 0005 


Ranking - Rodada 2:
   1o - 0073 
   2o - 0082 
   3o - 0071 
   4o - 0070 
   5o - 0080 
   6o - 0086 
   7o - 0078 
   8o - 0091 
   9o - 0089 
  10o - 0087 
  11o - 0088 
  12o - 0094 
  13o - 0095 
  14o - 0097 
  15o - 0049 
  16o - 0098 
  17o - 0044 
  18o - 0083 
  19o - 0084 
  20o - 0038 
  21o - 0069 
  22o - 0074 
  23o - 0076 
  24o - 0079 
  25o - 0081 
  26o - 0077 
  27o - 0072 
  28o - 0065 
  29o - 0061 
  30o - 0067 
  31o - 0041 
  32o - 0064 
  33o - 0063 
  34o - 0051 
  35o - 0055 
  36o - 0059 
  37o - 0060 
  38o - 0054 
  39o - 0046 
  40o - 0057 
  41o - 0052 
  42o - 0050 
  43o - 0053 
  44o - 0042 
  45o - 0045 
  46o - 0019 
  47o - 0040 
