EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0086 
   2o - 0084 
   3o - 0091 
   4o - 0092 
   5o - 0085 
   6o - 0081 
   7o - 0083 
   8o - 0079 
   9o - 0082 
  10o - 0093 
  11o - 0088 
  12o - 0089 
  13o - 0098 
  14o - 0080 
  15o - 0095 
  16o - 0097 
  17o - 0099 
  18o - 0087 
  19o - 0096 
  20o - 0078 
  21o - 0076 
  22o - 0090 
  23o - 0077 
  24o - 0075 
  25o - 0070 
  26o - 0074 
  27o - 0071 
  28o - 0094 
  29o - 0069 
  30o - 0067 
  31o - 0072 
  32o - 0066 
  33o - 0073 
  34o - 0061 
  35o - 0063 
  36o - 0064 
  37o - 0068 
  38o - 0062 
  39o - 0065 
  40o - 0058 
  41o - 0055 
  42o - 0057 
  43o - 0059 
  44o - 0056 
  45o - 0052 
  46o - 0054 
  47o - 0051 
  48o - 0050 
  49o - 0049 
  50o - 0047 
  51o - 0053 
  52o - 0048 
  53o - 0060 
  54o - 0043 
  55o - 0041 
  56o - 0044 
  57o - 0046 
  58o - 0042 
  59o - 0040 
  60o - 0045 
  61o - 0035 
  62o - 0036 
  63o - 0039 
  64o - 0032 
  65o - 0030 
  66o - 0033 
  67o - 0037 
  68o - 0038 
  69o - 0034 
  70o - 0031 
  71o - 0028 
  72o - 0024 
  73o - 0021 
  74o - 0027 
  75o - 0025 
  76o - 0026 
  77o - 0017 
  78o - 0020 
  79o - 0023 
  80o - 0019 
  81o - 0009 
  82o - 0022 
  83o - 0006 
  84o - 0029 
  85o - 0016 
  86o - 0001 
  87o - 0011 
  88o - 0014 
  89o - 0010 
  90o - 0003 
  91o - 0018 
  92o - 0002 
  93o - 0012 
  94o - 0013 
  95o - 0000 
  96o - 0015 
  97o - 0007 
  98o - 0008 
  99o - 0004 
 100o - 0005 


Ranking - Rodada 2:
   1o - 0086 
   2o - 0091 
   3o - 0092 
   4o - 0085 
   5o - 0081 
   6o - 0082 
   7o - 0079 
   8o - 0083 
   9o - 0080 
  10o - 0098 
  11o - 0089 
  12o - 0095 
  13o - 0087 
  14o - 0096 
  15o - 0097 
  16o - 0075 
  17o - 0077 
  18o - 0078 
  19o - 0071 
  20o - 0074 
  21o - 0070 
  22o - 0094 
  23o - 0073 
  24o - 0072 
  25o - 0064 
  26o - 0063 
  27o - 0068 
  28o - 0062 
  29o - 0061 
  30o - 0058 
  31o - 0057 
  32o - 0055 
  33o - 0065 
  34o - 0059 
  35o - 0052 
  36o - 0056 
  37o - 0050 
  38o - 0051 
  39o - 0054 
  40o - 0053 
  41o - 0047 
  42o - 0048 
  43o - 0060 
  44o - 0049 
  45o - 0041 
  46o - 0046 
  47o - 0042 
