EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0097 
   2o - 0095 
   3o - 0098 
   4o - 0096 
   5o - 0099 
   6o - 0093 
   7o - 0092 
   8o - 0091 
   9o - 0094 
  10o - 0090 
  11o - 0088 
  12o - 0086 
  13o - 0085 
  14o - 0089 
  15o - 0080 
  16o - 0082 
  17o - 0084 
  18o - 0081 
  19o - 0083 
  20o - 0079 
  21o - 0076 
  22o - 0075 
  23o - 0078 
  24o - 0077 
  25o - 0071 
  26o - 0072 
  27o - 0070 
  28o - 0087 
  29o - 0068 
  30o - 0066 
  31o - 0069 
  32o - 0074 
  33o - 0073 
  34o - 0040 
  35o - 0037 
  36o - 0063 
  37o - 0065 
  38o - 0016 
  39o - 0062 
  40o - 0067 
  41o - 0056 
  42o - 0058 
  43o - 0064 
  44o - 0007 
  45o - 0036 
  46o - 0046 
  47o - 0057 
  48o - 0023 
  49o - 0000 
  50o - 0047 
  51o - 0019 
  52o - 0020 
  53o - 0001 
  54o - 0004 
  55o - 0028 
  56o - 0002 
  57o - 0018 
  58o - 0003 
  59o - 0008 
  60o - 0061 
  61o - 0012 
  62o - 0010 
  63o - 0014 
  64o - 0005 
  65o - 0006 
  66o - 0015 
  67o - 0053 
  68o - 0011 
  69o - 0013 
  70o - 0009 
  71o - 0059 
  72o - 0048 
  73o - 0045 
  74o - 0054 
  75o - 0052 
  76o - 0051 
  77o - 0039 
  78o - 0042 
  79o - 0055 
  80o - 0060 
  81o - 0044 
  82o - 0034 
  83o - 0049 
  84o - 0033 
  85o - 0043 
  86o - 0030 
  87o - 0027 
  88o - 0041 
  89o - 0035 
  90o - 0038 
  91o - 0050 
  92o - 0029 
  93o - 0026 
  94o - 0025 
  95o - 0017 
  96o - 0032 
  97o - 0024 
  98o - 0022 
  99o - 0031 
 100o - 0021 


Ranking - Rodada 2:
   1o - 0099 
   2o - 0095 
   3o - 0098 
   4o - 0094 
   5o - 0090 
   6o - 0093 
   7o - 0092 
   8o - 0089 
   9o - 0086 
  10o - 0085 
  11o - 0081 
  12o - 0084 
  13o - 0082 
  14o - 0080 
  15o - 0083 
  16o - 0078 
  17o - 0075 
  18o - 0079 
  19o - 0076 
  20o - 0077 
  21o - 0070 
  22o - 0087 
  23o - 0071 
  24o - 0072 
  25o - 0068 
  26o - 0074 
  27o - 0069 
  28o - 0037 
  29o - 0065 
  30o - 0073 
  31o - 0040 
  32o - 0016 
  33o - 0067 
  34o - 0064 
  35o - 0046 
  36o - 0007 
  37o - 0058 
  38o - 0019 
  39o - 0057 
  40o - 0000 
  41o - 0047 
  42o - 0023 
  43o - 0004 
  44o - 0020 
  45o - 0002 
  46o - 0018 
  47o - 0003 
