EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0073 
   2o - 0075 
   3o - 0053 
   4o - 0074 
   5o - 0076 
   6o - 0086 
   7o - 0055 
   8o - 0099 
   9o - 0088 
  10o - 0048 
  11o - 0098 
  12o - 0097 
  13o - 0096 
  14o - 0095 
  15o - 0094 
  16o - 0089 
  17o - 0090 
  18o - 0091 
  19o - 0092 
  20o - 0061 
  21o - 0062 
  22o - 0093 
  23o - 0085 
  24o - 0087 
  25o - 0060 
  26o - 0072 
  27o - 0083 
  28o - 0069 
  29o - 0084 
  30o - 0064 
  31o - 0067 
  32o - 0082 
  33o - 0068 
  34o - 0065 
  35o - 0071 
  36o - 0050 
  37o - 0063 
  38o - 0059 
  39o - 0058 
  40o - 0079 
  41o - 0040 
  42o - 0049 
  43o - 0081 
  44o - 0066 
  45o - 0057 
  46o - 0077 
  47o - 0080 
  48o - 0002 
  49o - 0078 
  50o - 0001 
  51o - 0047 
  52o - 0021 
  53o - 0037 
  54o - 0070 
  55o - 0042 
  56o - 0054 
  57o - 0041 
  58o - 0039 
  59o - 0038 
  60o - 0056 
  61o - 0052 
  62o - 0000 
  63o - 0036 
  64o - 0008 
  65o - 0030 
  66o - 0033 
  67o - 0011 
  68o - 0014 
  69o - 0044 
  70o - 0024 
  71o - 0009 
  72o - 0028 
  73o - 0043 
  74o - 0003 
  75o - 0045 
  76o - 0005 
  77o - 0019 
  78o - 0023 
  79o - 0022 
  80o - 0015 
  81o - 0051 
  82o - 0035 
  83o - 0027 
  84o - 0025 
  85o - 0029 
  86o - 0032 
  87o - 0046 
  88o - 0034 
  89o - 0016 
  90o - 0017 
  91o - 0018 
  92o - 0013 
  93o - 0006 
  94o - 0007 
  95o - 0012 
  96o - 0004 
  97o - 0020 
  98o - 0010 
  99o - 0026 
 100o - 0031 


Ranking - Rodada 2:
   1o - 0053 
   2o - 0074 
   3o - 0076 
   4o - 0055 
   5o - 0088 
   6o - 0086 
   7o - 0099 
   8o - 0098 
   9o - 0094 
  10o - 0096 
  11o - 0097 
  12o - 0090 
  13o - 0091 
  14o - 0089 
  15o - 0093 
  16o - 0060 
  17o - 0085 
  18o - 0062 
  19o - 0083 
  20o - 0072 
  21o - 0065 
  22o - 0067 
  23o - 0084 
  24o - 0068 
  25o - 0071 
  26o - 0064 
  27o - 0082 
  28o - 0059 
  29o - 0050 
  30o - 0063 
  31o - 0079 
  32o - 0058 
  33o - 0040 
  34o - 0049 
  35o - 0081 
  36o - 0077 
  37o - 0080 
  38o - 0066 
  39o - 0037 
  40o - 0047 
  41o - 0078 
  42o - 0002 
  43o - 0054 
  44o - 0042 
  45o - 0000 
  46o - 0056 
  47o - 0036 
