EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0096 
   2o - 0095 
   3o - 0098 
   4o - 0099 
   5o - 0097 
   6o - 0092 
   7o - 0090 
   8o - 0094 
   9o - 0091 
  10o - 0093 
  11o - 0089 
  12o - 0087 
  13o - 0086 
  14o - 0085 
  15o - 0084 
  16o - 0082 
  17o - 0081 
  18o - 0088 
  19o - 0031 
  20o - 0032 
  21o - 0083 
  22o - 0080 
  23o - 0079 
  24o - 0054 
  25o - 0038 
  26o - 0030 
  27o - 0040 
  28o - 0042 
  29o - 0049 
  30o - 0059 
  31o - 0034 
  32o - 0036 
  33o - 0055 
  34o - 0076 
  35o - 0061 
  36o - 0077 
  37o - 0071 
  38o - 0064 
  39o - 0078 
  40o - 0074 
  41o - 0050 
  42o - 0070 
  43o - 0065 
  44o - 0068 
  45o - 0066 
  46o - 0073 
  47o - 0057 
  48o - 0072 
  49o - 0060 
  50o - 0075 
  51o - 0069 
  52o - 0053 
  53o - 0056 
  54o - 0067 
  55o - 0048 
  56o - 0063 
  57o - 0052 
  58o - 0044 
  59o - 0051 
  60o - 0062 
  61o - 0043 
  62o - 0033 
  63o - 0058 
  64o - 0035 
  65o - 0039 
  66o - 0045 
  67o - 0027 
  68o - 0037 
  69o - 0046 
  70o - 0028 
  71o - 0021 
  72o - 0012 
  73o - 0026 
  74o - 0019 
  75o - 0016 
  76o - 0041 
  77o - 0025 
  78o - 0029 
  79o - 0022 
  80o - 0002 
  81o - 0007 
  82o - 0005 
  83o - 0017 
  84o - 0024 
  85o - 0047 
  86o - 0023 
  87o - 0009 
  88o - 0018 
  89o - 0001 
  90o - 0010 
  91o - 0014 
  92o - 0004 
  93o - 0020 
  94o - 0000 
  95o - 0015 
  96o - 0006 
  97o - 0011 
  98o - 0013 
  99o - 0008 
 100o - 0003 


Ranking - Rodada 2:
   1o - 0095 
   2o - 0098 
   3o - 0099 
   4o - 0097 
   5o - 0094 
   6o - 0091 
   7o - 0092 
   8o - 0087 
   9o - 0086 
  10o - 0085 
  11o - 0089 
  12o - 0082 
  13o - 0088 
  14o - 0081 
  15o - 0084 
  16o - 0080 
  17o - 0079 
  18o - 0031 
  19o - 0038 
  20o - 0054 
  21o - 0030 
  22o - 0036 
  23o - 0042 
  24o - 0040 
  25o - 0049 
  26o - 0034 
  27o - 0059 
  28o - 0061 
  29o - 0077 
  30o - 0074 
  31o - 0050 
  32o - 0064 
  33o - 0070 
  34o - 0071 
  35o - 0065 
  36o - 0073 
  37o - 0068 
  38o - 0066 
  39o - 0075 
  40o - 0057 
  41o - 0053 
  42o - 0048 
  43o - 0052 
  44o - 0043 
  45o - 0044 
  46o - 0051 
  47o - 0058 
