EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0035 
   2o - 0045 
   3o - 0037 
   4o - 0041 
   5o - 0030 
   6o - 0066 
   7o - 0085 
   8o - 0094 
   9o - 0091 
  10o - 0047 
  11o - 0056 
  12o - 0068 
  13o - 0062 
  14o - 0061 
  15o - 0055 
  16o - 0057 
  17o - 0090 
  18o - 0077 
  19o - 0064 
  20o - 0082 
  21o - 0076 
  22o - 0083 
  23o - 0084 
  24o - 0078 
  25o - 0032 
  26o - 0034 
  27o - 0033 
  28o - 0088 
  29o - 0007 
  30o - 0046 
  31o - 0092 
  32o - 0044 
  33o - 0003 
  34o - 0098 
  35o - 0048 
  36o - 0093 
  37o - 0042 
  38o - 0099 
  39o - 0053 
  40o - 0089 
  41o - 0079 
  42o - 0054 
  43o - 0075 
  44o - 0043 
  45o - 0040 
  46o - 0031 
  47o - 0071 
  48o - 0012 
  49o - 0023 
  50o - 0073 
  51o - 0069 
  52o - 0067 
  53o - 0070 
  54o - 0065 
  55o - 0058 
  56o - 0059 
  57o - 0050 
  58o - 0096 
  59o - 0021 
  60o - 0095 
  61o - 0049 
  62o - 0060 
  63o - 0097 
  64o - 0072 
  65o - 0081 
  66o - 0080 
  67o - 0074 
  68o - 0052 
  69o - 0087 
  70o - 0027 
  71o - 0063 
  72o - 0036 
  73o - 0086 
  74o - 0038 
  75o - 0008 
  76o - 0026 
  77o - 0029 
  78o - 0011 
  79o - 0039 
  80o - 0028 
  81o - 0025 
  82o - 0015 
  83o - 0020 
  84o - 0010 
  85o - 0014 
  86o - 0009 
  87o - 0018 
  88o - 0016 
  89o - 0051 
  90o - 0013 
  91o - 0006 
  92o - 0004 
  93o - 0022 
  94o - 0019 
  95o - 0017 
  96o - 0002 
  97o - 0001 
  98o - 0000 
  99o - 0024 
 100o - 0005 


Ranking - Rodada 2:
   1o - 0041 
   2o - 0030 
   3o - 0045 
   4o - 0037 
   5o - 0047 
   6o - 0066 
   7o - 0094 
   8o - 0085 
   9o - 0091 
  10o - 0068 
  11o - 0056 
  12o - 0064 
  13o - 0077 
  14o - 0057 
  15o - 0055 
  16o - 0076 
  17o - 0083 
  18o - 0088 
  19o - 0033 
  20o - 0032 
  21o - 0003 
  22o - 0044 
  23o - 0092 
  24o - 0046 
  25o - 0099 
  26o - 0042 
  27o - 0093 
  28o - 0048 
  29o - 0054 
  30o - 0012 
  31o - 0071 
  32o - 0040 
  33o - 0043 
  34o - 0031 
  35o - 0067 
  36o - 0069 
  37o - 0070 
  38o - 0073 
  39o - 0058 
  40o - 0050 
  41o - 0060 
  42o - 0096 
  43o - 0021 
  44o - 0095 
  45o - 0049 
  46o - 0097 
  47o - 0074 
