EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0078 
   2o - 0073 
   3o - 0072 
   4o - 0079 
   5o - 0074 
   6o - 0058 
   7o - 0059 
   8o - 0071 
   9o - 0048 
  10o - 0045 
  11o - 0099 
  12o - 0040 
  13o - 0034 
  14o - 0086 
  15o - 0098 
  16o - 0027 
  17o - 0029 
  18o - 0083 
  19o - 0085 
  20o - 0084 
  21o - 0067 
  22o - 0010 
  23o - 0068 
  24o - 0011 
  25o - 0060 
  26o - 0069 
  27o - 0070 
  28o - 0012 
  29o - 0066 
  30o - 0049 
  31o - 0056 
  32o - 0061 
  33o - 0050 
  34o - 0055 
  35o - 0043 
  36o - 0063 
  37o - 0054 
  38o - 0064 
  39o - 0096 
  40o - 0091 
  41o - 0052 
  42o - 0094 
  43o - 0095 
  44o - 0047 
  45o - 0025 
  46o - 0039 
  47o - 0042 
  48o - 0090 
  49o - 0037 
  50o - 0041 
  51o - 0035 
  52o - 0093 
  53o - 0097 
  54o - 0065 
  55o - 0033 
  56o - 0062 
  57o - 0028 
  58o - 0032 
  59o - 0024 
  60o - 0089 
  61o - 0031 
  62o - 0057 
  63o - 0077 
  64o - 0026 
  65o - 0076 
  66o - 0053 
  67o - 0030 
  68o - 0017 
  69o - 0018 
  70o - 0046 
  71o - 0075 
  72o - 0044 
  73o - 0082 
  74o - 0038 
  75o - 0051 
  76o - 0020 
  77o - 0036 
  78o - 0088 
  79o - 0087 
  80o - 0022 
  81o - 0023 
  82o - 0013 
  83o - 0019 
  84o - 0014 
  85o - 0016 
  86o - 0021 
  87o - 0092 
  88o - 0080 
  89o - 0006 
  90o - 0002 
  91o - 0081 
  92o - 0009 
  93o - 0015 
  94o - 0000 
  95o - 0001 
  96o - 0005 
  97o - 0004 
  98o - 0003 
  99o - 0007 
 100o - 0008 


Ranking - Rodada 2:
   1o - 0078 
   2o - 0072 
   3o - 0073 
   4o - 0079 
   5o - 0045 
   6o - 0048 
   7o - 0071 
   8o - 0058 
   9o - 0040 
  10o - 0034 
  11o - 0098 
  12o - 0086 
  13o - 0029 
  14o - 0084 
  15o - 0085 
  16o - 0027 
  17o - 0068 
  18o - 0067 
  19o - 0010 
  20o - 0011 
  21o - 0012 
  22o - 0060 
  23o - 0066 
  24o - 0056 
  25o - 0049 
  26o - 0050 
  27o - 0064 
  28o - 0063 
  29o - 0054 
  30o - 0055 
  31o - 0043 
  32o - 0094 
  33o - 0091 
  34o - 0095 
  35o - 0096 
  36o - 0090 
  37o - 0025 
  38o - 0047 
  39o - 0039 
  40o - 0042 
  41o - 0037 
  42o - 0093 
  43o - 0035 
  44o - 0097 
  45o - 0041 
  46o - 0028 
  47o - 0062 
