EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0067 
   2o - 0066 
   3o - 0061 
   4o - 0063 
   5o - 0060 
   6o - 0095 
   7o - 0099 
   8o - 0097 
   9o - 0098 
  10o - 0093 
  11o - 0091 
  12o - 0094 
  13o - 0090 
  14o - 0092 
  15o - 0096 
  16o - 0088 
  17o - 0076 
  18o - 0071 
  19o - 0089 
  20o - 0081 
  21o - 0082 
  22o - 0079 
  23o - 0084 
  24o - 0087 
  25o - 0069 
  26o - 0080 
  27o - 0078 
  28o - 0085 
  29o - 0077 
  30o - 0075 
  31o - 0083 
  32o - 0086 
  33o - 0070 
  34o - 0073 
  35o - 0072 
  36o - 0074 
  37o - 0068 
  38o - 0062 
  39o - 0064 
  40o - 0065 
  41o - 0011 
  42o - 0059 
  43o - 0007 
  44o - 0027 
  45o - 0005 
  46o - 0058 
  47o - 0019 
  48o - 0026 
  49o - 0003 
  50o - 0021 
  51o - 0037 
  52o - 0039 
  53o - 0010 
  54o - 0036 
  55o - 0056 
  56o - 0015 
  57o - 0020 
  58o - 0055 
  59o - 0033 
  60o - 0040 
  61o - 0032 
  62o - 0031 
  63o - 0052 
  64o - 0048 
  65o - 0057 
  66o - 0035 
  67o - 0051 
  68o - 0049 
  69o - 0054 
  70o - 0024 
  71o - 0050 
  72o - 0022 
  73o - 0047 
  74o - 0053 
  75o - 0045 
  76o - 0034 
  77o - 0043 
  78o - 0025 
  79o - 0012 
  80o - 0044 
  81o - 0002 
  82o - 0013 
  83o - 0041 
  84o - 0038 
  85o - 0030 
  86o - 0009 
  87o - 0016 
  88o - 0042 
  89o - 0029 
  90o - 0023 
  91o - 0001 
  92o - 0000 
  93o - 0017 
  94o - 0008 
  95o - 0028 
  96o - 0004 
  97o - 0006 
  98o - 0014 
  99o - 0018 
 100o - 0046 


Ranking - Rodada 2:
   1o - 0063 
   2o - 0066 
   3o - 0067 
   4o - 0060 
   5o - 0098 
   6o - 0097 
   7o - 0095 
   8o - 0099 
   9o - 0093 
  10o - 0094 
  11o - 0091 
  12o - 0090 
  13o - 0096 
  14o - 0071 
  15o - 0079 
  16o - 0089 
  17o - 0087 
  18o - 0081 
  19o - 0082 
  20o - 0085 
  21o - 0078 
  22o - 0069 
  23o - 0083 
  24o - 0086 
  25o - 0070 
  26o - 0075 
  27o - 0077 
  28o - 0072 
  29o - 0074 
  30o - 0062 
  31o - 0073 
  32o - 0065 
  33o - 0059 
  34o - 0064 
  35o - 0011 
  36o - 0058 
  37o - 0005 
  38o - 0027 
  39o - 0019 
  40o - 0037 
  41o - 0026 
  42o - 0003 
  43o - 0036 
  44o - 0039 
  45o - 0056 
  46o - 0020 
  47o - 0055 
