EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0094 
   2o - 0070 
   3o - 0079 
   4o - 0087 
   5o - 0081 
   6o - 0071 
   7o - 0098 
   8o - 0073 
   9o - 0097 
  10o - 0058 
  11o - 0096 
  12o - 0092 
  13o - 0099 
  14o - 0095 
  15o - 0090 
  16o - 0093 
  17o - 0088 
  18o - 0091 
  19o - 0086 
  20o - 0089 
  21o - 0085 
  22o - 0082 
  23o - 0083 
  24o - 0080 
  25o - 0084 
  26o - 0076 
  27o - 0075 
  28o - 0077 
  29o - 0074 
  30o - 0072 
  31o - 0068 
  32o - 0078 
  33o - 0067 
  34o - 0061 
  35o - 0062 
  36o - 0063 
  37o - 0066 
  38o - 0069 
  39o - 0060 
  40o - 0065 
  41o - 0059 
  42o - 0057 
  43o - 0064 
  44o - 0051 
  45o - 0052 
  46o - 0056 
  47o - 0050 
  48o - 0049 
  49o - 0053 
  50o - 0048 
  51o - 0055 
  52o - 0042 
  53o - 0039 
  54o - 0045 
  55o - 0041 
  56o - 0054 
  57o - 0047 
  58o - 0037 
  59o - 0044 
  60o - 0046 
  61o - 0043 
  62o - 0035 
  63o - 0031 
  64o - 0034 
  65o - 0036 
  66o - 0026 
  67o - 0028 
  68o - 0033 
  69o - 0030 
  70o - 0025 
  71o - 0027 
  72o - 0038 
  73o - 0029 
  74o - 0023 
  75o - 0024 
  76o - 0022 
  77o - 0018 
  78o - 0040 
  79o - 0020 
  80o - 0032 
  81o - 0011 
  82o - 0019 
  83o - 0021 
  84o - 0015 
  85o - 0009 
  86o - 0012 
  87o - 0017 
  88o - 0008 
  89o - 0007 
  90o - 0005 
  91o - 0002 
  92o - 0004 
  93o - 0013 
  94o - 0003 
  95o - 0014 
  96o - 0016 
  97o - 0001 
  98o - 0000 
  99o - 0010 
 100o - 0006 


Ranking - Rodada 2:
   1o - 0087 
   2o - 0070 
   3o - 0079 
   4o - 0071 
   5o - 0098 
   6o - 0058 
   7o - 0073 
   8o - 0096 
   9o - 0095 
  10o - 0091 
  11o - 0089 
  12o - 0093 
  13o - 0085 
  14o - 0083 
  15o - 0082 
  16o - 0080 
  17o - 0084 
  18o - 0076 
  19o - 0077 
  20o - 0075 
  21o - 0072 
  22o - 0068 
  23o - 0078 
  24o - 0067 
  25o - 0069 
  26o - 0061 
  27o - 0066 
  28o - 0074 
  29o - 0060 
  30o - 0065 
  31o - 0059 
  32o - 0050 
  33o - 0051 
  34o - 0057 
  35o - 0056 
  36o - 0064 
  37o - 0049 
  38o - 0048 
  39o - 0055 
  40o - 0053 
  41o - 0042 
  42o - 0045 
  43o - 0054 
  44o - 0039 
  45o - 0041 
  46o - 0037 
  47o - 0044 
