EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0099 
   2o - 0095 
   3o - 0096 
   4o - 0098 
   5o - 0093 
   6o - 0066 
   7o - 0097 
   8o - 0051 
   9o - 0050 
  10o - 0052 
  11o - 0080 
  12o - 0071 
  13o - 0076 
  14o - 0074 
  15o - 0094 
  16o - 0086 
  17o - 0090 
  18o - 0091 
  19o - 0087 
  20o - 0092 
  21o - 0088 
  22o - 0084 
  23o - 0083 
  24o - 0085 
  25o - 0078 
  26o - 0089 
  27o - 0081 
  28o - 0079 
  29o - 0077 
  30o - 0082 
  31o - 0072 
  32o - 0069 
  33o - 0075 
  34o - 0070 
  35o - 0065 
  36o - 0067 
  37o - 0064 
  38o - 0063 
  39o - 0073 
  40o - 0061 
  41o - 0068 
  42o - 0062 
  43o - 0055 
  44o - 0058 
  45o - 0059 
  46o - 0053 
  47o - 0060 
  48o - 0054 
  49o - 0049 
  50o - 0046 
  51o - 0057 
  52o - 0056 
  53o - 0047 
  54o - 0045 
  55o - 0044 
  56o - 0040 
  57o - 0043 
  58o - 0038 
  59o - 0036 
  60o - 0048 
  61o - 0041 
  62o - 0042 
  63o - 0034 
  64o - 0030 
  65o - 0032 
  66o - 0031 
  67o - 0039 
  68o - 0033 
  69o - 0022 
  70o - 0029 
  71o - 0037 
  72o - 0021 
  73o - 0028 
  74o - 0023 
  75o - 0026 
  76o - 0035 
  77o - 0024 
  78o - 0018 
  79o - 0007 
  80o - 0016 
  81o - 0013 
  82o - 0003 
  83o - 0017 
  84o - 0020 
  85o - 0027 
  86o - 0019 
  87o - 0006 
  88o - 0012 
  89o - 0025 
  90o - 0000 
  91o - 0002 
  92o - 0015 
  93o - 0010 
  94o - 0001 
  95o - 0008 
  96o - 0005 
  97o - 0011 
  98o - 0014 
  99o - 0004 
 100o - 0009 


Ranking - Rodada 2:
   1o - 0098 
   2o - 0095 
   3o - 0099 
   4o - 0093 
   5o - 0066 
   6o - 0051 
   7o - 0052 
   8o - 0097 
   9o - 0080 
  10o - 0071 
  11o - 0074 
  12o - 0076 
  13o - 0087 
  14o - 0092 
  15o - 0091 
  16o - 0084 
  17o - 0083 
  18o - 0088 
  19o - 0081 
  20o - 0077 
  21o - 0082 
  22o - 0079 
  23o - 0072 
  24o - 0070 
  25o - 0065 
  26o - 0063 
  27o - 0064 
  28o - 0067 
  29o - 0073 
  30o - 0061 
  31o - 0068 
  32o - 0062 
  33o - 0060 
  34o - 0054 
  35o - 0058 
  36o - 0055 
  37o - 0053 
  38o - 0059 
  39o - 0046 
  40o - 0049 
  41o - 0043 
  42o - 0045 
  43o - 0047 
  44o - 0056 
  45o - 0038 
  46o - 0031 
  47o - 0042 
