EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0083 
   2o - 0082 
   3o - 0081 
   4o - 0080 
   5o - 0099 
   6o - 0090 
   7o - 0091 
   8o - 0098 
   9o - 0096 
  10o - 0089 
  11o - 0085 
  12o - 0086 
  13o - 0084 
  14o - 0088 
  15o - 0093 
  16o - 0087 
  17o - 0092 
  18o - 0097 
  19o - 0095 
  20o - 0094 
  21o - 0077 
  22o - 0051 
  23o - 0018 
  24o - 0070 
  25o - 0054 
  26o - 0050 
  27o - 0029 
  28o - 0072 
  29o - 0048 
  30o - 0000 
  31o - 0038 
  32o - 0069 
  33o - 0071 
  34o - 0052 
  35o - 0056 
  36o - 0053 
  37o - 0057 
  38o - 0055 
  39o - 0040 
  40o - 0030 
  41o - 0007 
  42o - 0027 
  43o - 0013 
  44o - 0026 
  45o - 0009 
  46o - 0010 
  47o - 0041 
  48o - 0047 
  49o - 0049 
  50o - 0044 
  51o - 0075 
  52o - 0046 
  53o - 0068 
  54o - 0076 
  55o - 0045 
  56o - 0079 
  57o - 0074 
  58o - 0006 
  59o - 0005 
  60o - 0078 
  61o - 0001 
  62o - 0065 
  63o - 0033 
  64o - 0034 
  65o - 0067 
  66o - 0014 
  67o - 0073 
  68o - 0064 
  69o - 0015 
  70o - 0042 
  71o - 0043 
  72o - 0066 
  73o - 0039 
  74o - 0037 
  75o - 0063 
  76o - 0019 
  77o - 0035 
  78o - 0028 
  79o - 0011 
  80o - 0012 
  81o - 0022 
  82o - 0016 
  83o - 0003 
  84o - 0008 
  85o - 0004 
  86o - 0025 
  87o - 0032 
  88o - 0021 
  89o - 0002 
  90o - 0020 
  91o - 0031 
  92o - 0061 
  93o - 0023 
  94o - 0060 
  95o - 0058 
  96o - 0036 
  97o - 0062 
  98o - 0017 
  99o - 0024 
 100o - 0059 


Ranking - Rodada 2:
   1o - 0083 
   2o - 0082 
   3o - 0080 
   4o - 0090 
   5o - 0091 
   6o - 0098 
   7o - 0084 
   8o - 0089 
   9o - 0085 
  10o - 0086 
  11o - 0093 
  12o - 0095 
  13o - 0092 
  14o - 0077 
  15o - 0051 
  16o - 0094 
  17o - 0018 
  18o - 0048 
  19o - 0072 
  20o - 0054 
  21o - 0050 
  22o - 0070 
  23o - 0029 
  24o - 0000 
  25o - 0069 
  26o - 0038 
  27o - 0071 
  28o - 0057 
  29o - 0053 
  30o - 0056 
  31o - 0052 
  32o - 0007 
  33o - 0027 
  34o - 0013 
  35o - 0030 
  36o - 0026 
  37o - 0010 
  38o - 0075 
  39o - 0047 
  40o - 0045 
  41o - 0079 
  42o - 0068 
  43o - 0074 
  44o - 0078 
  45o - 0006 
  46o - 0005 
  47o - 0009 
