EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0011 
   2o - 0023 
   3o - 0022 
   4o - 0098 
   5o - 0026 
   6o - 0097 
   7o - 0027 
   8o - 0091 
   9o - 0084 
  10o - 0092 
  11o - 0083 
  12o - 0081 
  13o - 0080 
  14o - 0082 
  15o - 0078 
  16o - 0055 
  17o - 0099 
  18o - 0079 
  19o - 0054 
  20o - 0051 
  21o - 0086 
  22o - 0095 
  23o - 0087 
  24o - 0085 
  25o - 0096 
  26o - 0093 
  27o - 0075 
  28o - 0094 
  29o - 0088 
  30o - 0089 
  31o - 0090 
  32o - 0077 
  33o - 0009 
  34o - 0001 
  35o - 0000 
  36o - 0014 
  37o - 0004 
  38o - 0076 
  39o - 0033 
  40o - 0037 
  41o - 0006 
  42o - 0074 
  43o - 0031 
  44o - 0072 
  45o - 0073 
  46o - 0012 
  47o - 0035 
  48o - 0066 
  49o - 0070 
  50o - 0071 
  51o - 0065 
  52o - 0068 
  53o - 0069 
  54o - 0064 
  55o - 0060 
  56o - 0062 
  57o - 0063 
  58o - 0059 
  59o - 0057 
  60o - 0061 
  61o - 0067 
  62o - 0058 
  63o - 0056 
  64o - 0049 
  65o - 0052 
  66o - 0053 
  67o - 0045 
  68o - 0044 
  69o - 0039 
  70o - 0046 
  71o - 0038 
  72o - 0030 
  73o - 0042 
  74o - 0048 
  75o - 0007 
  76o - 0050 
  77o - 0010 
  78o - 0047 
  79o - 0021 
  80o - 0019 
  81o - 0040 
  82o - 0018 
  83o - 0016 
  84o - 0020 
  85o - 0003 
  86o - 0041 
  87o - 0002 
  88o - 0043 
  89o - 0025 
  90o - 0017 
  91o - 0013 
  92o - 0029 
  93o - 0024 
  94o - 0015 
  95o - 0036 
  96o - 0034 
  97o - 0005 
  98o - 0032 
  99o - 0028 
 100o - 0008 


Ranking - Rodada 2:
   1o - 0022 
   2o - 0011 
   3o - 0026 
   4o - 0084 
   5o - 0092 
   6o - 0091 
   7o - 0097 
   8o - 0083 
   9o - 0081 
  10o - 0080 
  11o - 0078 
  12o - 0079 
  13o - 0055 
  14o - 0054 
  15o - 0099 
  16o - 0051 
  17o - 0086 
  18o - 0087 
  19o - 0094 
  20o - 0075 
  21o - 0009 
  22o - 0090 
  23o - 0077 
  24o - 0089 
  25o - 0004 
  26o - 0000 
  27o - 0076 
  28o - 0014 
  29o - 0001 
  30o - 0006 
  31o - 0031 
  32o - 0033 
  33o - 0037 
  34o - 0073 
  35o - 0035 
  36o - 0012 
  37o - 0072 
  38o - 0066 
  39o - 0065 
  40o - 0071 
  41o - 0068 
  42o - 0063 
  43o - 0062 
  44o - 0069 
  45o - 0061 
  46o - 0064 
  47o - 0059 
