EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0073 
   2o - 0069 
   3o - 0071 
   4o - 0072 
   5o - 0070 
   6o - 0081 
   7o - 0077 
   8o - 0085 
   9o - 0062 
  10o - 0098 
  11o - 0080 
  12o - 0076 
  13o - 0097 
  14o - 0075 
  15o - 0041 
  16o - 0032 
  17o - 0031 
  18o - 0037 
  19o - 0091 
  20o - 0042 
  21o - 0043 
  22o - 0039 
  23o - 0088 
  24o - 0001 
  25o - 0007 
  26o - 0083 
  27o - 0074 
  28o - 0023 
  29o - 0089 
  30o - 0079 
  31o - 0060 
  32o - 0090 
  33o - 0092 
  34o - 0078 
  35o - 0053 
  36o - 0058 
  37o - 0046 
  38o - 0059 
  39o - 0087 
  40o - 0086 
  41o - 0049 
  42o - 0050 
  43o - 0099 
  44o - 0045 
  45o - 0009 
  46o - 0084 
  47o - 0003 
  48o - 0061 
  49o - 0044 
  50o - 0040 
  51o - 0067 
  52o - 0028 
  53o - 0082 
  54o - 0094 
  55o - 0019 
  56o - 0066 
  57o - 0093 
  58o - 0068 
  59o - 0017 
  60o - 0026 
  61o - 0013 
  62o - 0057 
  63o - 0056 
  64o - 0002 
  65o - 0054 
  66o - 0052 
  67o - 0048 
  68o - 0095 
  69o - 0063 
  70o - 0055 
  71o - 0051 
  72o - 0035 
  73o - 0011 
  74o - 0038 
  75o - 0033 
  76o - 0029 
  77o - 0096 
  78o - 0027 
  79o - 0030 
  80o - 0036 
  81o - 0047 
  82o - 0034 
  83o - 0064 
  84o - 0022 
  85o - 0016 
  86o - 0006 
  87o - 0025 
  88o - 0065 
  89o - 0018 
  90o - 0000 
  91o - 0010 
  92o - 0021 
  93o - 0012 
  94o - 0024 
  95o - 0020 
  96o - 0004 
  97o - 0005 
  98o - 0008 
  99o - 0015 
 100o - 0014 


Ranking - Rodada 2:
   1o - 0070 
   2o - 0073 
   3o - 0069 
   4o - 0071 
   5o - 0072 
   6o - 0075 
   7o - 0077 
   8o - 0085 
   9o - 0098 
  10o - 0097 
  11o - 0076 
  12o - 0041 
  13o - 0032 
  14o - 0088 
  15o - 0039 
  16o - 0043 
  17o - 0042 
  18o - 0091 
  19o - 0031 
  20o - 0001 
  21o - 0007 
  22o - 0083 
  23o - 0089 
  24o - 0079 
  25o - 0074 
  26o - 0078 
  27o - 0092 
  28o - 0090 
  29o - 0086 
  30o - 0087 
  31o - 0046 
  32o - 0059 
  33o - 0049 
  34o - 0009 
  35o - 0050 
  36o - 0045 
  37o - 0003 
  38o - 0040 
  39o - 0067 
  40o - 0044 
  41o - 0061 
  42o - 0084 
  43o - 0094 
  44o - 0082 
  45o - 0019 
  46o - 0013 
  47o - 0017 
