EP2 - Ciclistas!

Ranking - Rodada 1:
   1o - 0097 
   2o - 0092 
   3o - 0084 
   4o - 0095 
   5o - 0087 
   6o - 0080 
   7o - 0082 
   8o - 0089 
   9o - 0083 
  10o - 0086 
  11o - 0078 
  12o - 0023 
  13o - 0019 
  14o - 0081 
  15o - 0034 
  16o - 0032 
  17o - 0035 
  18o - 0085 
  19o - 0079 
  20o - 0049 
  21o - 0091 
  22o - 0046 
  23o - 0033 
  24o - 0088 
  25o - 0093 
  26o - 0099 
  27o - 0027 
  28o - 0096 
  29o - 0090 
  30o - 0098 
  31o - 0024 
  32o - 0094 
  33o - 0045 
  34o - 0077 
  35o - 0073 
  36o - 0075 
  37o - 0040 
  38o - 0076 
  39o - 0074 
  40o - 0067 
  41o - 0071 
  42o - 0068 
  43o - 0039 
  44o - 0062 
  45o - 0066 
  46o - 0072 
  47o - 0070 
  48o - 0064 
  49o - 0065 
  50o - 0061 
  51o - 0063 
  52o - 0069 
  53o - 0059 
  54o - 0058 
  55o - 0052 
  56o - 0060 
  57o - 0055 
  58o - 0056 
  59o - 0053 
  60o - 0050 
  61o - 0048 
  62o - 0057 
  63o - 0042 
  64o - 0038 
  65o - 0041 
  66o - 0043 
  67o - 0047 
  68o - 0051 
  69o - 0036 
  70o - 0004 
  71o - 0001 
  72o - 0054 
  73o - 0021 
  74o - 0020 
  75o - 0044 
  76o - 0030 
  77o - 0029 
  78o - 0031 
  79o - 0037 
  80o - 0028 
  81o - 0002 
  82o - 0012 
  83o - 0014 
  84o - 0022 
  85o - 0016 
  86o - 0011 
  87o - 0018 
  88o - 0008 
  89o - 0009 
  90o - 0013 
  91o - 0007 
  92o - 0015 
  93o - 0017 
  94o - 0000 
  95o - 0026 
  96o - 0010 
  97o - 0003 
  98o - 0006 
  99o - 0025 
 100o - 0005 


Ranking - Rodada 2:
   1o - 0092 
   2o - 0087 
   3o - 0084 
   4o - 0097 
   5o - 0095 
   6o - 0089 
   7o - 0080 
   8o - 0082 
   9o - 0081 
  10o - 0086 
  11o - 0023 
  12o - 0078 
  13o - 0032 
  14o - 0085 
  15o - 0034 
  16o - 0088 
  17o - 0033 
  18o - 0091 
  19o - 0049 
  20o - 0046 
  21o - 0090 
  22o - 0093 
  23o - 0096 
  24o - 0099 
  25o - 0098 
  26o - 0045 
  27o - 0075 
  28o - 0077 
  29o - 0076 
  30o - 0073 
  31o - 0074 
  32o - 0068 
  33o - 0071 
  34o - 0039 
  35o - 0064 
  36o - 0066 
  37o - 0070 
  38o - 0072 
  39o - 0069 
  40o - 0061 
  41o - 0063 
  42o - 0056 
  43o - 0055 
  44o - 0058 
  45o - 0060 
  46o - 0052 
  47o - 0050 
